"meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx","label"
0.612768799902903,1.19303788899865,0.0922383945678846,0.0228242966150123,0.556018689703856,0.533194393088843,51.7355837188507,4833.12804499423,0.777669330833398,0.0450366008017982,0,0.612768799902903,3.375,0.125,5.33333333333333,0.383928571428571,0.03125,2.40625,2.375,0.346491228070175,"male"
1.1139250887511,1.64759919557952,0.267607645932741,0.0396011314608989,1.5650447155633,1.5254435841024,96.988382883905,12899.286652348,0.844430603715203,0.0774842008956031,0,1.1139250887511,2.15486094249458,0.125,5.33333333333333,0.0959821428571429,0.03125,0.59375,0.5625,0.166666666666667,"male"
1.24717979569054,1.74837368701643,0.401401277050361,0.0539143829660364,1.72473850281995,1.67082411985391,148.496599338099,24416.5787191535,0.849283095890699,0.0396334258603853,0,1.24717979569054,3.94465391124102,0.0772946859903382,5.33333333333333,0.032122905027933,0.03125,0.09375,0.0625,0.0224719101123595,"male"
1.1941367250914,1.29637334997853,0.605058510770454,0.276876444135258,1.71656438669284,1.43968794255758,4.52084726919256,30.4482186856171,0.905816603906023,0.343172608028425,0.0838281696439663,1.1941367250914,3.15372865487246,0.0898876404494382,5.33333333333333,0.316021126760563,0.03125,3.15625,3.125,0.0455555555555556,"male"
1.59642003183876,1.68555256735909,0.650112928242945,0.317341968488939,2.6543579417127,2.33701597322376,4.24243137300462,24.9629591750702,0.923274780698689,0.452509943969829,0.104193311382623,1.59642003183876,2.75407760239492,0.0714285714285714,5.33333333333333,0.694385593220339,0.03125,4.53125,4.5,0.129076086956522,"male"
1.30779023282361,1.62015847625687,0.540910575173765,0.251760974016887,1.7113868545039,1.45962588048701,5.6789344452141,47.2788929418955,0.901587871582369,0.404855374673165,0.112492419648272,1.30779023282361,3.02593256807667,0.0632411067193676,5.33333333333333,0.51769578313253,0.03125,4.9375,4.90625,0.0771610555050045,"male"
1.47505814824137,1.76265648819539,0.549409951095046,0.330985541143951,1.93251647884329,1.60153093769934,4.78572224808411,31.1218914367912,0.910077368184941,0.437224694460417,0.086141824367425,1.47505814824137,1.9609763598064,0.0851063829787234,5.33333333333333,0.28422619047619,0.03125,0.625,0.59375,0.259029927760578,"male"
1.01450319278638,1.27997224722698,0.528905679545382,0.359344741102892,1.03447728499317,0.675132543890282,4.63496388791596,30.6359066111796,0.875663999586231,0.23471755179662,0.43690275881774,1.01450319278638,1.92930464486508,0.116788321167883,5.33333333333333,0.415625,0.03125,0.65625,0.625,0.162162162162162,"male"
1.3524850149567,1.55390355593465,0.589660272499104,0.348556830405163,1.89227769809968,1.54372086769451,4.48577730531638,27.9181492446822,0.912558424598633,0.437214478409185,0.509658479741843,1.3524850149567,2.35215189717865,0.0680851063829787,5.33333333333333,0.388270547945205,0.03125,2.6875,2.65625,0.0905695611577964,"male"
1.82226030282526,1.95237259586719,0.699553836348051,0.276929163278314,2.94714169542188,2.67021253214356,4.78683885993486,32.0136757602519,0.929463939637781,0.532301640552264,0.011692564671751,1.82226030282526,1.7098381030601,0.073394495412844,5.33333333333333,0.439852150537634,0.03125,6.46875,6.4375,0.0926064227035101,"male"
1.33363585326528,1.35753895534489,0.668292125414301,0.346413196693207,2.03527753438226,1.68886433768906,3.84242329483196,21.5482089030185,0.910085027006124,0.352122083132173,0.096270334107966,1.33363585326528,3.06530612244898,0.666666666666667,5.33333333333333,0.71875,0.03125,3.46875,3.4375,0.0984848484848485,"male"
